2024,8957,13634,8181,1309
7526,6259,4894,88,14375
10424,13104,2892,3356,9060
3795,13261,1794,1430,4894
1206,1230,13266,3840,11352
5125,2895,5302,5076,2398
12989,1983,11955,9363,7950
518,6524,12717,5618,2607
12252,9895,4894,7526,1092
102,3168,11441,4812,4696
3545,12260,7288,2147,4325
3082,13175,13498,2415,8851
1699,13066,3629,9583,4305
11936,3455,6749,7136,3909
13923,688,6540,8944,13434
1434,4009,13151,1899,13946
9088,1890,1193,12789,6513
1861,648,10119,12478,6622
5353,13504,4307,9113,14323
319,4465,12174,10277,2275
3082,13498,13175,8161,4565
13809,7526,9560,1092,14375
2552,2868,5539,5107,12461
6117,11399,6257,5975,12242
9271,11170,12417,8481,7377
11441,102,4696,5406,7752
1509,8916,3516,3772,607
5957,7966,4676,11218,5417
1179,6953,12271,12293,6046
3871,9354,13402,4966,5488
5957,2887,9846,11978,11218
9686,1230,6949,200,3795
3356,12280,5617,5635,3003
8439,3795,1430,2771,1794
12942,9760,13938,13078,293
8957,9155,7424,1309,8181
12397,7475,9060,9287,2443
11459,14388,8181,9978,9155
8445,5026,9147,1084,12072
323,2278,1927,11768,11279
5232,3082,6106,12358,4473
1007,11424,2838,1697,9493
5165,4605,9518,3782,6469
13326,10233,12400,2000,2963
10123,7330,5882,9292,864
10123,7330,5882,9292,864
1230,12138,8818,3813,13909
2858,11170,12417,2202,12956
9637,14082,1871,4633,1325
6875,13781,13846,6552,4122
6379,6922,8725,12796,4277
2202,4106,12956,13652,13201
5263,14370,10800,336,6703
7312,562,4851,12132,7063
6379,6922,4952,3242,5341
10520,1978,11441,102,7752
3082,13498,2415,13175,5308
2060,8871,9056,9631,6737
5974,4605,9518,7603,5165
7878,1309,8317,8957,5692
14492,7752,13667,14375,10976
7526,8803,1092,10520,102
12168,14166,13010,3632,6780
7911,6084,1638,8757,6799
4593,7755,12517,1325,4286
10927,12256,7361,3967,14532
6469,5974,4605,9518,5165
13647,1309,506,2024,8181
4466,3795,1356,1794,1797
9072,4929,2607,11420,532
528,1282,1119,2594,12813
4966,13402,3871,3166,14507
9783,12741,1200,6259,9603
11441,739,102,999,14492
7978,12516,6267,13434,13974
5692,12416,7569,4522,1625
5351,3082,4565,13175,7077
3680,8161,13498,3082,7137
102,11441,14150,4696,12474
13581,2797,7995,13479,8592
11051,7960,13938,12942,11449
9009,11446,2607,4929,5511
14082,5258,5564,1871,12618
1482,1416,13352,3356,2354
14464,11955,9363,12530,4932
7752,1978,11361,14492,102
9978,5692,1309,9401,506
5564,5835,5522,11592,3935
4696,91,1092,10976,1978
506,2024,8181,13647,13634
1978,11361,7752,10976,14492
1531,11858,14456,11334,13870
12551,4926,8944,2866,6540
4959,12148,10760,13678,9488
10976,11361,4696,9929,1978
12919,11844,9725,11442,500
7454,3419,4071,12301,2931
13091,2354,13305,1502,3853
4042,12169,1905,13503,12413
1978,13667,7752,10976,11361
8004,10693,9285,3610,117
13815,1481,7130,1110,12446
14492,7752,11361,14375,10976
11446,5511,4929,6686,13609
14375,11441,999,10976,739
6084,7911,14357,4827,6497
4929,532,11420,12735,6504
1978,11361,739,7752,9613
8871,6737,2060,9056,9631
13011,6176,3472,8019,1140
12511,12099,2563,3705,3906
11249,4003,12549,2683,560
7455,12713,12194,7152,9715
7544,11065,6560,8920,10197
4605,6469,5165,9518,3782
13811,11124,6262,8061,8156
4806,5771,6425,4633,6538
4806,5771,6425,4633,6538
4806,5771,6425,4633,6538
7526,4894,5492,88,1794
5492,8598,1699,6840,13823
528,2477,8862,11542,14491
4626,3673,10777,13122,1401
528,8331,4712,962,6957
6638,10568,4432,2887,8319
6638,10568,4432,2887,8319
11170,1010,9271,8479,9658
6780,6883,10159,13010,9263
5434,3548,14458,7014,11899
5434,3548,14458,7014,11899
5434,3548,14458,7014,11899
11441,4696,3168,11680,978
11441,4696,3168,11680,978
6875,13781,9048,13846,6552
13498,3082,13175,2415,5308
10693,8004,10168,9285,3690
6106,2713,11663,1036,5819
5165,3782,4605,460,6469
1200,12656,6638,3368,900
1309,13634,7878,13647,2024
2604,8413,10699,4860,13542
6922,6379,4281,1450,5481
790,9382,11662,4828,13570
2356,5814,5183,13076,10127
9686,1230,7064,1011,12072
6465,4625,9686,2908,11347
2908,9686,6465,4625,3795
11127,3356,9286,1416,4871
1230,3795,1430,366,5155
3168,4244,4696,11441,11680
11420,532,6524,2309,7005
10976,7752,1978,14492,11361
10976,4696,11441,5406,9929
9364,13406,13082,8048,12529
10981,13756,521,10012,5564
3782,5165,4605,6469,9518
12041,3437,13753,6471,5547
7516,5738,13124,11318,7820
1566,1469,1989,5935,286
5583,14077,3414,9032,12457
3355,392,13054,547,888
6379,6922,5440,8528,1957
4871,835,13099,13352,13181
4871,835,13099,13352,13181
4871,835,13099,13352,13181
6001,3463,10285,10606,5869
637,4790,9140,13417,5473
3082,4565,2826,13175,13498
7759,9405,10798,7382,7297
10450,360,2772,8624,7553
6378,1373,5336,8444,2781
10595,7526,4372,4894,14375
3419,7454,12301,13077,542
12519,10095,10922,5884,6579
6642,14,5617,11399,7580
9637,4633,7151,12618,14082
9637,4633,7151,12618,14082
11636,1972,7596,5703,6752
11636,1972,7596,5703,6752
7752,14375,10976,1978,11361
11279,12833,6091,2278,4143
6379,14132,6922,3896,6507
10718,12007,14224,12489,11083
9072,2607,6524,8111,4929
1096,5649,12167,4700,5665
3806,7526,7064,4894,4500
8253,5447,5778,741,10023
5703,7769,7596,606,11636
5703,7769,7596,606,11636
84,11302,12956,13201,9226
8867,27,3168,4919,9613
6379,6922,6352,6029,5613
11636,1972,7596,5703,7769
8169,10693,2036,10309,7923
9538,7620,13297,9948,6538
9538,7620,13297,9948,6538
1757,537,2112,4153,1631
7526,1341,4894,8996,14375
7526,3982,4894,11478,88
13997,9705,6542,3980,722
1266,3168,10976,14150,102
1083,7823,10174,50,7733
14316,2214,13437,2081,11253
13224,4279,1898,11204,162
4826,6876,4402,1580,8956
8089,5806,7397,5780,11893
102,13761,11441,7053,739
9320,4365,400,4951,6847
528,12883,11507,9742,6349
3610,3690,3533,811,9285
3610,3690,3533,811,9285
5316,4894,1794,7526,1266
9414,3861,6792,830,10998
1526,9369,13854,9619,14243
13076,12168,1490,9263,12701
5113,10628,286,44,14383
6379,6922,13902,12699,8528
14114,9768,14159,1850,5263
13634,8181,506,2024,1309
9518,5165,4605,3782,5974
9278,11478,2649,1619,9660
811,12186,6374,3217,4196
811,12186,6374,3217,4196
811,12186,6374,3217,4196
9287,5751,9060,4923,13568
6524,5618,518,12717,11420
10631,6884,9686,1430,1571
8880,12456,12716,13151,4009
3125,6465,1206,13909,5184
2342,10223,8630,12674,12547
9283,12586,10911,3359,6708
5241,2657,5759,14210,11845
5241,2657,5759,14210,11845
506,13647,2024,10967,8181
6084,7911,7930,6073,4663
1794,4894,7526,88,6883
528,3655,1535,9326,68
1577,9354,3871,8411,7356
3690,8004,3610,10693,9285
12344,5497,13908,9781,9940
9202,5242,4520,2344,10594
3588,4500,4244,91,12474
9155,4374,14172,8181,5921
8681,11668,11166,13812,138
7526,5712,4894,1266,88
3886,14107,10628,44,5935
11186,138,49,9882,12430
2155,6896,2096,9279,8929
13078,13938,9760,12942,10518
4894,1794,7526,1266,10532
6084,7911,707,4844,1284
7580,8059,11200,14044,1531
12224,5235,14128,9032,7830
22,4482,9324,11471,5655
8631,13861,5874,6825,7359
1692,7888,7613,1514,1271
8175,7439,1081,2228,3068
1978,11361,7752,10976,1092
5592,424,5534,6366,12111
6815,10589,12686,3263,5805
506,2024,1309,13647,8181
4565,3082,13498,2415,13175
9072,10703,2607,518,11699
528,2890,5668,4977,6612
13011,5959,3472,3352,5615
7752,12474,999,11441,10976
9324,4506,4482,8953,9321
13978,2000,9683,3001,13679
2251,8414,8129,11899,7881
2251,8414,8129,11899,7881
14492,11680,102,7752,1978
9933,10765,5526,12713,767
528,632,9576,594,3205
13770,4693,10213,9085,5355
9441,12826,13570,1186,4828
3859,894,10598,1230,8669
4138,14297,610,10990,2936
3294,12097,13650,5915,4981
5426,10673,6010,997,10141
3082,13498,13175,4565,2415
3861,13820,6792,526,9414
9845,3495,11996,3305,1557
14375,1978,7752,14492,11361
1309,7878,8957,4237,13634
7526,12768,1230,10520,88
11441,10976,4696,102,7752
11441,10976,4696,102,7752
7526,88,8867,1092,14375
6084,7911,12529,3880,10780
3516,8916,607,1509,3582
5957,828,2483,4676,11218
6790,12901,10062,896,1987
5340,14225,11331,6047,9975
3642,6038,1135,12504,1196
9755,10000,2195,1133,4954
1458,4271,3958,470,7279
5113,14107,10628,44,286
10042,7575,10842,7494,7336
4929,532,11420,2607,9072
4812,1978,11441,14492,102
315,11194,2482,4824,3279
12061,703,13304,12001,1707
11170,9058,6784,11702,13963
10776,9176,13059,2639,12731
534,3756,9838,4438,6140
532,4929,2607,9072,11420
3082,2415,5308,13498,3416
9583,3629,12871,8598,4305
11512,2897,9752,11122,6571
5113,10628,3886,1566,286
3082,13175,2415,13498,4565
2588,9150,8359,14482,11898
10138,13634,1309,2024,8103
3356,9286,11292,11127,11706
3356,9286,11292,11127,11706
5443,9686,12804,6421,6731
4871,3356,5635,8341,2966
426,1835,10618,6140,1532
4894,1092,7526,88,1794
11287,3082,13498,13175,2415
4929,11420,532,6686,2309
4894,1978,11361,10520,14375
5974,1828,6469,9518,460
7104,9285,1629,12317,4196
6495,200,9686,3403,8669
7526,11596,88,1092,4894
102,11361,4500,4696,1978
2470,5692,7569,12416,4522
3782,9518,460,5165,6469
8785,9686,1230,2219,2908
7814,2078,3774,13321,8818
6084,7911,1110,2998,926
1110,3795,1230,9686,10064
14150,739,1978,999,11361
8180,13484,7623,3674,1438
9072,9241,12665,178,9756
10373,979,3463,6830,10363
3449,776,3291,9252,11147
6084,7911,6261,12071,4467
5125,12837,1817,10847,8831
11459,7569,11195,5692,9978
5974,9518,5165,3782,4605
3082,13175,13498,5308,14024
1299,10402,4103,11552,12925
5974,9518,6469,460,2474
11127,2736,3356,7834,11246
4640,174,3871,7356,1577
13536,62,9015,4548,3835
7526,1092,88,4894,8433
7526,2269,10520,4894,88
5805,11186,12430,12400,4150
10755,5592,424,5534,69
551,6656,10169,14381,11569
11441,11680,4696,3168,102
9543,2044,13254,9433,11432
4102,11815,11658,7516,4074
11044,4792,5098,11087,4465
506,8181,2024,13634,14353
1309,4374,10491,4237,11530
11800,1794,9046,1266,4894
11803,3225,11955,13668,9363
5127,1092,14375,7526,4894
9709,11701,9863,11095,12169
739,1092,1978,11361,13667
528,3632,11653,1110,12168
7752,14375,1092,4696,1978
1031,12439,10975,3604,6203
3012,3472,694,4313,488
8843,4004,2134,9937,1019
6084,7911,2375,4753,3377
2549,12593,3763,9401,9978
102,4696,3168,999,739
4374,9155,646,11530,5921
5530,2603,13366,6789,2482
7752,3168,4812,11441,14492
11329,5241,9713,8432,4806
8917,13756,1996,14082,5225
9518,4605,5974,592,5165
12547,2342,10223,8630,7670
8621,1246,4690,10979,8523
5163,12290,1783,14416,14169
3082,5308,13175,2415,13498
5957,14515,11218,12138,12045
4524,11608,6830,3795,9686
3871,4966,13402,111,10815
4966,13402,5488,9354,3871
13088,627,3822,7364,7217
6084,7911,8996,8365,2608
6337,10598,5084,3403,9708
6084,7911,9603,9783,1646
521,9950,9345,2736,12426
6789,5530,4824,10459,13366
9056,9596,1302,2060,1645
10590,1775,7773,13369,10429
6474,11551,2840,7438,13838
6380,13104,8045,3088,11778
9324,4482,9025,22,150
4987,2755,1275,12549,867
7421,4399,13742,3319,9485
7398,7526,4894,10520,7814
8201,7558,4335,14333,5892
911,4950,2002,126,12391
12400,13011,2963,49,12430
10718,14224,12007,11083,12489
4950,11895,2002,911,12391
12942,9760,13938,13078,7960
7526,5977,4894,9613,14375
9709,9863,12350,11701,1847
999,1978,4696,14375,739
2425,13780,13487,5641,1715
12419,10400,1006,5654,11743
12287,10387,3524,2993,9367
7526,4539,14076,14375,3168
174,9354,3871,4640,7356
6629,7563,11166,10755,5592
9072,2607,178,10703,12717
13577,3082,2415,13498,5308
528,14003,1552,8108,2113
7752,14076,11361,1978,14492
13909,9686,1230,6830,5084
7336,7494,10042,9036,11101
14465,5070,10909,4823,11142
14465,5070,10909,4823,11142
528,4543,7715,12158,12123
9060,2838,9557,11348,6423
8957,1309,7878,13634,2024
1978,14375,4812,14492,10532
2968,12300,10598,13909,5084
12718,7786,7719,14395,3598
9837,12740,3798,672,7804
12881,8072,11004,10482,607
8762,10295,3757,1718,3954
9468,6059,12632,4593,7335
13311,4985,10683,7003,12679
11361,999,102,14492,10976
11361,999,102,14492,10976
5806,5288,991,4387,2444
6379,6922,4456,3896,3462
2410,5062,12188,1182,5456
3082,8851,13498,13175,2415
4626,906,1263,3721,14120
11441,3168,4696,102,14150
7526,14375,1092,4038,88
14375,9613,10532,88,1092
1430,5313,3795,6447,6233
5957,14212,11218,4573,7080
8940,8442,6650,540,8396
8595,1309,2024,506,8181
528,8869,7669,13332,9277
13981,2202,9646,11242,9384
14150,5406,1978,3168,4696
273,4864,3917,4793,3800
3570,10438,3389,7126,2384
6938,4679,7288,8009,12943
13011,10042,7173,3472,6176
7752,1978,999,10976,11361
7752,1978,999,10976,11361
1470,14314,1998,10296,226
5224,8916,5697,6404,5620
4696,11441,399,14492,1978
3516,3772,8868,1509,8916
5957,8462,11218,4676,4244
14333,9833,14429,3482,3820
4436,9186,4229,7176,10327
1566,10628,5113,14107,14383
5401,9372,10874,10072,11249
2109,355,12426,2038,8800
6992,3756,972,2076,2227
528,10133,6423,6441,13693
10673,5426,997,7910,5618
3782,5165,460,9518,4605
4549,9581,5635,8259,1416
1706,9363,7950,11955,4932
3675,2199,11126,9877,7626
3675,2199,11126,9877,7626
3675,2199,11126,9877,7626
10928,14225,246,8916,11119
6922,6379,10512,13038,2931
4894,9613,7526,12252,1092
7526,8204,10520,88,12252
4605,5165,6469,5974,9518
5957,2356,13054,505,4552
835,11388,4539,13181,2194
12446,11878,2797,2323,5293
2688,14375,13667,7526,14492
6524,518,5618,12717,11420
5957,8708,1020,4235,14340
3082,4565,13498,13175,5308
7430,4929,11446,2607,518
11095,9709,11701,12169,13973
3772,3516,8916,1509,8800
3465,1793,2506,12081,8278
14492,1978,7752,10976,102
12079,6397,4227,13612,14525
933,325,13230,9486,7113
7575,8526,13080,10042,3472
4500,10520,14492,10532,91
6358,14249,1902,3561,13485
6379,6922,422,3896,8528
460,9518,5974,4605,6469
12584,11401,4633,11364,6533
7752,999,1978,739,4812
1432,2209,11410,10948,9080
528,2130,6899,6771,5099
1260,1003,3447,3957,9838
12099,12511,3663,1689,2412
11680,4696,739,5406,1978
12434,8781,12919,6076,11844
9686,2771,3795,4812,12252
3168,14492,11441,4696,102
13429,11948,8255,12354,13465
13181,3417,1923,1730,330
5942,7526,2119,9773,4558
5942,7526,2119,9773,4558
6024,12422,13799,12892,8963
12806,5607,3319,4399,5704
6084,7911,2566,9829,13000
339,13527,7992,2591,2553
9576,2638,4295,2137,594
9637,4633,803,1325,12618
9637,4633,803,1325,12618
7526,10976,1978,14375,14492
11441,978,65,10976,4696
11441,978,65,10976,4696
14388,1309,9155,7878,8181
1007,12343,13282,1880,14353
13647,8181,13634,506,8957
13048,3776,585,4314,8129
7487,9674,2271,10202,1897
7569,5692,4522,12416,9978
7173,13011,5615,10042,9036
6832,301,10148,3013,6369
4464,7526,9686,10532,88
11669,8398,4412,8061,1032
10884,13235,613,12362,7110
5664,7395,786,6797,11395
6379,6922,13424,4283,5707
3782,460,5165,4605,9518
3068,10693,8175,1081,3138
635,376,9141,13770,8108
7079,7251,880,1200,80
13238,6800,14017,471,4000
11127,3356,4871,9058,11292
14308,14045,2866,13347,937
534,8738,3013,6056,8403
3082,13498,13175,5308,2415
1581,12985,703,6794,7431
3472,13011,10042,7494,3352
5957,4722,716,4676,11218
9324,4482,8953,22,11471
1309,5692,12416,8103,2024
13374,4522,7569,5692,12416
8175,7439,3410,1081,3068
1092,14375,4894,88,14492
11789,9686,2853,6731,6830
5508,487,2117,1180,8140
5508,487,2117,1180,8140
8867,13847,91,3168,102
11127,9286,11292,3356,1416
11127,9286,11292,3356,1416
317,3463,6670,10606,5869
528,8794,9922,13007,11849
14388,4374,5921,8883,9155
6084,7911,11437,5288,5780
6846,11264,7882,2426,11544
2024,506,8181,1309,13647
12419,2771,1347,12936,11701
5502,4307,12260,4336,13128
2771,11441,88,4705,102
12481,4970,5301,3068,5420
13109,11626,8633,10957,2488
9122,12406,848,5301,4970
534,8738,3013,14305,10073
2442,11105,4594,9991,8687
2902,11206,4191,738,6952
13374,5692,4522,10081,7569
1145,11416,5550,1730,1843
9485,5047,3550,14360,2008
9752,4028,12795,593,5543
8579,5186,9130,12909,9270
12007,14224,10718,12489,11083
102,999,11441,1978,7752
3871,4966,3166,13402,7356
22,4482,9324,5655,13331
2474,4605,3782,5165,6469
13667,7752,11361,11441,10976
13148,1230,3795,9934,13909
381,9779,5861,12415,6654
8077,5001,9078,2062,13698
7526,14268,10761,4894,1794
6922,6379,14325,3896,8528
4696,7752,10976,102,14492
11361,11680,14375,11257,739
1146,6756,8432,4889,1133
9828,9888,12776,7027,1145
7806,10158,1577,8411,9354
7806,9354,7356,1577,8411
1309,7878,2024,13634,13647
6578,9686,12804,1230,6884
2302,2825,3553,8003,3229
11794,7526,12931,9776,191
5615,7173,3352,13126,2000
1898,13224,162,4279,1501
9686,7099,7350,2853,4271
13076,5384,7120,10136,4448
9155,4374,14388,8181,5921
3794,3493,9058,6784,13302
7593,12938,3472,11609,3012
13060,13833,5127,7805,14002
12385,6957,2742,7370,6334
10521,7526,10520,6102,4894
6379,6922,6503,11219,6361
11420,518,6524,4929,10923
1067,6467,7490,8878,7754
6084,7911,13225,12855,4234
9682,11569,10642,10247,833
14076,7526,1978,7752,11361
5692,7569,12416,4522,13374
11244,11373,213,8072,6827
13742,3550,3319,5704,5607
1343,9364,3083,2238,7457
49,2963,12400,13126,13326
11747,9353,1855,7830,4375
12111,69,13182,3095,5592
2418,13517,10387,2993,12287
698,7138,7378,6802,3610
698,7138,7378,6802,3610
698,7138,7378,6802,3610
698,7138,7378,6802,3610
698,7138,7378,6802,3610
5084,9924,6731,1230,9837
11361,7752,1978,14375,14492
3102,10284,12475,3200,2972
4824,5530,6789,13366,6518
11975,11189,3960,1185,9615
4696,5406,14150,1978,4812
4696,5406,14150,1978,4812
8161,1212,3680,3082,13175
9286,7834,11246,3356,9369
10402,3053,12498,2892,13542
10520,1978,14375,4894,7752
10166,10197,10887,4758,2982
6379,6922,4295,2137,6029
14314,1470,3153,5419,7895
3082,5308,2415,13175,13498
5835,1110,11308,1481,13808
5835,1110,11308,1481,13808
5835,1110,11308,1481,13808
1421,8642,1500,7724,9287
6084,7911,5077,9628,8937
12099,12511,10626,3663,7970
1180,9064,5119,8140,5508
7752,11361,1978,14492,13667
3988,9895,2591,11198,9271
5592,12111,424,6366,8405
1309,4374,506,8181,9155
6084,7911,8409,2808,2939
8933,4522,3808,9978,7569
11420,532,6524,2309,4929
13402,4966,8411,9832,3871
7060,6731,9305,2518,3403
4696,11441,11680,3168,739
13017,11355,10167,1750,5331
4136,13023,10962,3082,5308
1571,6731,5813,9934,1135
6469,3782,4605,460,5165
7324,6654,12019,3317,4750
7911,6084,11260,9035,4454
13651,3155,3001,6702,4293
6344,7830,8579,8781,6995
9072,2607,8111,178,4929
4586,6656,7069,4697,7777
5405,4371,8086,12589,1696
528,9937,6949,14229,6514
4894,1794,4360,1266,9613
5502,13263,10491,4336,7759
11636,1972,7596,8667,6752
13598,3195,807,6363,1669
3871,4966,8411,9354,7356
3690,3610,1185,117,1629
6379,6922,2793,1306,904
12350,1655,7084,13105,3540
9760,13078,12942,13938,9566
5224,8916,13290,8868,8286
13634,8181,13647,506,2024
8181,7878,506,13647,2024
9155,5921,4374,14388,8181
14492,1978,10976,10532,11361
1058,3550,9485,13742,5607
4522,9978,7569,12416,13374
3871,9354,1577,4966,7356
3542,3690,9285,3610,117
12084,12225,3165,7113,9624
14150,11441,102,7053,13847
7852,9366,8670,8356,4068
5974,460,9518,6469,3782
8285,13182,3506,7131,13080
12299,12236,10439,7288,6754
12299,12236,10439,7288,6754
12942,13938,13078,7960,9760
4894,1794,1266,14462,2585
13770,4693,8471,10213,10613
5618,518,12717,5190,2309
90,6408,7740,10597,5593
2548,2561,13474,2292,7266
12717,518,6524,2607,5618
9518,6469,3782,5974,5165
4894,1794,2158,7526,14375
5835,8917,14082,11536,462
2994,3168,4696,102,11680
9613,7526,4894,12252,1092
3782,6469,5165,460,4605
532,11420,6524,4929,2309
756,2278,5586,11279,10269
13522,8258,12601,13241,6884
3516,10482,11373,8072,1115
1430,2771,7064,4812,12339
1430,2771,7064,4812,12339
1430,2771,7064,4812,12339
1430,2771,7064,4812,12339
8253,5778,7113,6325,13585
1992,2546,8284,4712,8509
9176,13059,9553,12787,2639
11194,3279,6518,2482,7752
10686,6374,7645,8520,11189
2024,506,8181,13647,13634
6391,5484,10439,13261,3415
6638,3954,8219,9561,534
11420,532,2309,7005,6524
1978,14492,4812,10976,11441
10818,4539,1416,2790,704
10424,13104,2892,3356,9060
890,1577,7356,9354,3871
10021,8481,579,9646,84
10021,8481,579,9646,84
8957,2024,13634,8181,506
10412,12519,5884,10597,1580
4237,1309,7878,8595,13634
7814,1151,4894,6771,7526
3277,2732,6642,10393,6389
7814,5230,4894,8818,10520
5692,9978,1309,8957,7569
9945,10686,1185,2167,7645
1309,2024,506,8181,7878
319,4465,12174,10277,2275
7911,6084,9525,283,1246
11899,8063,10900,5434,9782
3082,2415,13498,5308,8851
9271,11170,12417,8481,7377
11441,102,4696,5406,7752
871,2050,12909,1476,5186
9760,12942,13078,13938,8128
13742,3550,5607,5704,9485
3472,3001,488,3012,8681
6267,10012,13756,6302,10981
1092,14492,4696,11361,3168
3411,1727,7153,1025,13388
7878,8957,1309,8181,13634
5530,6789,13366,1492,4824
3911,1262,9686,1230,3130
8594,1340,8762,9682,10574
8668,11966,4407,3165,12225
7067,14038,5276,4943,13021
5165,3782,2474,4605,9518
2858,11170,12417,2202,12956
1092,11441,102,4696,3168
2202,4106,12956,13652,13201
506,8181,14172,10443,2024
8815,11622,3153,4815,8130
9921,1487,4374,9155,2560
10703,9009,2607,8111,9072
5957,14258,11842,4568,13501
7882,8117,10452,11264,4234
14084,12503,11148,3795,5139
3082,13498,2415,13175,5308
5592,13011,5615,7173,8526
5974,4605,3782,6469,9518
10511,7580,13870,3830,8045
6379,6922,11504,5391,8528
14263,1715,10881,6012,603
6108,939,7212,2447,978
6084,7911,11763,1247,1163
3782,5165,460,4605,6469
3152,7033,4059,717,8691
9234,3654,752,852,10228
506,8181,2024,13634,14172
6422,9686,6884,12804,1230
6084,7911,10337,1505,5758
6686,4929,7430,11446,2046
11845,1837,12291,13297,11932
506,8181,2024,13634,9155
506,2024,8181,13647,13634
1304,7354,8991,4378,3529
10726,3194,10982,11175,4065
7289,8592,14297,12116,13658
